frame,dt,system_id,bodies,total_mass,max_r,inner_count,mid_count,outer_count,inner_avg_mass,mid_avg_mass,outer_avg_mass,inner_avg_radius,outer_avg_radius,inner_avg_size,outer_avg_size,inner_osc_ratio,mid_osc_ratio,outer_osc_ratio,merges,elastics
31378500,0.065000,4,9558,1519.360229,1832.200928,3532,4342,1684,0.138710,0.168358,0.177236,290.730713,1379.988403,0.038264,0.032681,0.901021,1.262644,0.690789,0,0
31378530,0.065000,4,9558,1519.359863,1831.638794,3512,4342,1704,0.138263,0.168960,0.176171,289.391876,1378.739990,0.038251,0.032698,0.912502,1.264817,0.690889,0,0
31378560,0.065000,4,9558,1519.360474,1831.014771,3499,4342,1717,0.138026,0.169095,0.176025,288.650696,1378.175781,0.038236,0.032731,0.888714,1.283108,0.687209,0,0
31378590,0.065000,4,9558,1519.359985,1830.329468,3481,4348,1729,0.138057,0.169152,0.175448,287.423126,1377.713257,0.038263,0.032741,0.939396,1.299457,0.681408,0,0
31378620,0.065000,4,9558,1519.359741,1829.588501,3466,4354,1738,0.137762,0.169498,0.174866,286.459869,1377.520264,0.038262,0.032736,0.902995,1.296442,0.674228,0,0
31378650,0.065000,4,9557,1519.359375,1828.781860,3456,4347,1754,0.137767,0.169754,0.174091,286.108551,1376.699219,0.038272,0.032749,0.928436,1.327175,0.670440,0,0
31378680,0.065000,4,9557,1519.359619,1827.933838,3451,4340,1766,0.137415,0.169999,0.174056,286.096130,1376.254761,0.038253,0.032782,0.929710,1.287521,0.669632,0,0
31378710,0.065000,4,9557,1519.359131,1828.800293,3447,4340,1770,0.137358,0.169993,0.174100,286.172302,1376.528198,0.038244,0.032823,0.936208,1.283252,0.673315,0,0
31378740,0.065000,4,9557,1519.358887,1830.554199,3439,4347,1771,0.137353,0.169792,0.174452,285.868317,1377.067017,0.038239,0.032849,0.931901,1.305157,0.676211,0,0
31378770,0.065000,4,9557,1519.359131,1832.278198,3440,4354,1763,0.137288,0.169905,0.174339,286.422394,1378.406982,0.038231,0.032868,0.906600,1.307274,0.690443,0,0
31378800,0.065000,4,9557,1519.359253,1833.992188,3437,4358,1762,0.137020,0.170464,0.173425,286.620667,1379.135742,0.038213,0.032852,0.920777,1.284445,0.698742,0,0
31378830,0.065000,4,9557,1519.359253,1835.698608,3433,4369,1755,0.136897,0.170942,0.172412,286.712433,1380.393188,0.038201,0.032829,0.925188,1.281346,0.698656,0,0
31378860,0.065000,4,9557,1519.359619,1837.396118,3430,4366,1761,0.136884,0.171196,0.171745,286.889496,1380.502441,0.038189,0.032820,0.882991,1.297702,0.703388,0,0
31378890,0.065000,4,9557,1519.359131,1839.063843,3433,4369,1755,0.136737,0.171730,0.170763,287.615356,1381.692261,0.038165,0.032813,0.886321,1.280600,0.711576,0,0
31378920,0.065000,4,9557,1519.358887,1840.728271,3429,4380,1748,0.136734,0.172137,0.169667,287.660095,1382.995972,0.038153,0.032803,0.889826,1.275836,0.731165,0,0
31378950,0.065000,4,9557,1519.359131,1842.375122,3427,4385,1745,0.136570,0.172223,0.169727,287.875916,1383.956543,0.038136,0.032832,0.963546,1.275044,0.746432,0,0
31378980,0.065000,4,9557,1519.359375,1844.013062,3421,4393,1743,0.136517,0.172242,0.169658,287.707336,1384.826538,0.038130,0.032868,0.956397,1.280208,0.782290,0,0
31379010,0.065000,4,9556,1519.359253,1845.646729,3417,4395,1744,0.136513,0.172390,0.169310,287.696136,1385.436401,0.038115,0.032888,0.897315,1.293651,0.835520,0,1
31379040,0.065000,4,9556,1519.359619,1847.267090,3407,4407,1742,0.136338,0.172508,0.169145,287.057037,1386.339600,0.038094,0.032922,0.894527,1.329654,0.819992,0,0
31379070,0.065000,4,9556,1519.359619,1848.871094,3402,4413,1741,0.136166,0.172598,0.169147,286.887085,1387.160278,0.038087,0.032957,0.933238,1.304914,0.797571,0,0
31379100,0.065000,4,9556,1519.359375,1850.444458,3399,4422,1735,0.136240,0.172774,0.168479,286.913544,1388.447266,0.038086,0.032964,0.938608,1.298187,0.789770,0,0
31379130,0.065000,4,9556,1519.359009,1852.009888,3398,4423,1735,0.136055,0.172991,0.168268,287.141693,1389.222900,0.038070,0.033001,0.893401,1.276963,0.804327,0,0
31379160,0.065000,4,9556,1519.358765,1853.562256,3399,4423,1734,0.135849,0.173152,0.168280,287.556641,1390.111450,0.038054,0.033023,0.889565,1.302517,0.803270,0,0
31379190,0.065000,4,9555,1519.358887,1855.104004,3396,4426,1733,0.135652,0.173246,0.168459,287.705933,1391.008179,0.038034,0.033039,0.909062,1.290765,0.803465,1,0
31379220,0.065000,4,9555,1519.359253,1856.635498,3400,4423,1732,0.135617,0.173660,0.167553,288.362946,1391.911255,0.038029,0.033051,0.950009,1.295117,0.805788,0,0
31379250,0.065000,4,9555,1519.359497,1858.152100,3400,4422,1733,0.135506,0.173893,0.167182,288.641052,1392.658691,0.038024,0.033088,0.892212,1.286575,0.821106,0,0
31379280,0.065000,4,9555,1519.359497,1859.646118,3403,4415,1737,0.135433,0.173796,0.167651,289.234344,1393.160767,0.038008,0.033164,0.894625,1.285916,0.844876,0,0
31379310,0.065000,4,9555,1519.359131,1861.121216,3404,4407,1744,0.135425,0.173556,0.168320,289.643219,1393.406982,0.038003,0.033215,0.949926,1.295800,0.864931,0,0
31379340,0.065000,4,9555,1519.359009,1862.586060,3402,4406,1747,0.135459,0.173492,0.168381,289.757050,1394.018066,0.038007,0.033270,0.891057,1.273662,0.873506,0,0
31379370,0.065000,4,9554,1519.359253,1864.035767,3397,4410,1747,0.135414,0.173438,0.168594,289.733643,1394.911011,0.038006,0.033354,0.943853,1.264119,0.910440,1,0
31379400,0.065000,4,9554,1519.359863,1865.456909,3391,4404,1759,0.135447,0.173422,0.168475,289.466125,1394.788696,0.038013,0.033415,0.914926,1.257111,0.915752,0,0
31379430,0.065000,4,9554,1519.360474,1866.853027,3393,4404,1757,0.135003,0.173540,0.169075,289.988129,1395.896973,0.037998,0.033492,0.927217,1.248604,0.904796,0,0
31379460,0.065000,4,9554,1519.360596,1868.214478,3390,4399,1765,0.134950,0.173332,0.169648,290.038971,1396.167114,0.037999,0.033567,0.957252,1.227390,0.908132,0,0
31379490,0.065000,4,9554,1519.360962,1869.558716,3387,4387,1780,0.134937,0.173149,0.170090,290.135498,1395.884521,0.038008,0.033636,0.982184,1.230778,0.935124,0,0
31379520,0.065000,4,9554,1519.360840,1870.881226,3377,4396,1781,0.134982,0.172839,0.170557,289.573608,1396.848999,0.038027,0.033731,0.908990,1.457041,0.965902,0,0
31379550,0.065000,4,9554,1519.360840,1872.185059,3375,4388,1791,0.134989,0.172668,0.170935,289.783844,1397.099609,0.038029,0.033831,0.910453,1.235443,1.128676,0,0
31379580,0.065000,4,9554,1519.361084,1873.484131,3369,4383,1802,0.134985,0.173046,0.169905,289.585846,1397.313721,0.038030,0.033851,0.919665,1.197830,1.073446,0,0
31379610,0.065000,4,9554,1519.361572,1874.759766,3356,4385,1813,0.134929,0.172837,0.170262,288.674500,1397.558716,0.038048,0.033917,1.017521,1.220708,1.046218,0,0
31379640,0.065000,4,9554,1519.361328,1876.024536,3354,4376,1824,0.134813,0.173101,0.169816,288.856323,1397.831299,0.038045,0.033931,0.919681,1.218242,1.042543,0,0
31379670,0.065000,4,9554,1519.361450,1877.263794,3353,4368,1833,0.134572,0.172996,0.170502,289.118835,1398.291016,0.038046,0.034000,0.915095,1.204517,1.032591,0,0
31379700,0.065000,4,9554,1519.360840,1878.482544,3346,4369,1839,0.134525,0.172894,0.170692,288.770813,1399.018188,0.038052,0.034030,0.865919,1.180777,1.029907,0,0
31379730,0.065000,4,9554,1519.360840,1879.675781,3344,4373,1837,0.134795,0.172605,0.170843,288.947144,1400.385132,0.038065,0.034039,0.911646,1.195358,1.041207,0,0
31379760,0.065000,4,9553,1519.360840,1880.849854,3330,4373,1850,0.134898,0.171909,0.172123,288.066528,1400.567139,0.038087,0.034084,0.944840,1.207823,1.080395,0,0
31379790,0.065000,4,9553,1519.360718,1881.997314,3323,4381,1849,0.135007,0.171436,0.172908,287.744232,1401.890747,0.038103,0.034152,0.933621,1.217677,1.046183,0,0
31379820,0.065000,4,9553,1519.360962,1883.116821,3324,4376,1853,0.134781,0.171463,0.173266,288.264008,1402.823853,0.038094,0.034206,0.905347,1.198279,1.069123,0,0
31379850,0.065000,4,9553,1519.360718,1884.205444,3321,4373,1859,0.134689,0.171050,0.174337,288.401794,1403.618164,0.038095,0.034266,0.887439,1.178464,1.154476,0,0
31379880,0.065000,4,9551,1519.360352,1885.292114,3317,4362,1872,0.134812,0.171225,0.173794,288.761414,1403.888672,0.038087,0.034286,0.907053,1.192106,1.118499,0,0
31379910,0.065000,4,9551,1519.359497,1886.371826,3325,4330,1896,0.134700,0.171497,0.173491,290.012512,1403.348145,0.038071,0.034350,0.899094,1.169309,1.116861,0,0
31379940,0.065000,4,9551,1519.359131,1887.435303,3330,4318,1903,0.134510,0.171775,0.173282,290.933624,1404.167114,0.038048,0.034378,0.879152,1.285441,1.083091,0,0
31379970,0.065000,4,9551,1519.359131,1888.474365,3327,4312,1912,0.134440,0.171967,0.172904,291.045227,1404.844604,0.038042,0.034405,0.901231,1.177640,1.115753,0,0
31380000,0.065000,4,9551,1519.359009,1889.496460,3319,4314,1918,0.134779,0.171585,0.173018,290.671051,1405.768799,0.038057,0.034435,0.897514,1.174378,1.252181,0,0
31380030,0.065000,4,9551,1519.359741,1890.505615,3312,4306,1933,0.134684,0.171593,0.173018,290.412384,1406.033203,0.038059,0.034496,0.896847,1.193105,1.309712,0,0
31380060,0.065000,4,9549,1519.359741,1891.497070,3309,4287,1953,0.134846,0.171345,0.173392,290.860107,1405.952637,0.038055,0.034577,0.899837,1.169569,1.165611,1,0
31380090,0.065000,4,9549,1519.359619,1892.475830,3302,4273,1974,0.134769,0.171191,0.173704,290.558197,1405.855835,0.038059,0.034628,0.918799,1.185833,1.117863,0,0
