frame,dt,system_id,bodies,total_mass,max_r,inner_count,mid_count,outer_count,inner_avg_mass,mid_avg_mass,outer_avg_mass,inner_avg_radius,outer_avg_radius,inner_avg_size,outer_avg_size,inner_osc_ratio,mid_osc_ratio,outer_osc_ratio,merges,elastics
31371240,0.065000,4,9602,1495.369385,1769.725464,5602,3248,752,0.152894,0.129181,0.291599,276.454071,1349.530762,0.039340,0.034402,0.867189,0.610025,0.347277,0,0
31371270,0.065000,4,9602,1495.367310,1769.949463,5594,3251,757,0.152958,0.129150,0.290436,276.903076,1348.782227,0.039349,0.034362,0.884969,0.611472,0.349987,0,0
31371300,0.065000,4,9602,1497.765381,1769.782837,5591,3253,758,0.153335,0.129796,0.287936,277.712921,1348.935791,0.039332,0.034271,0.904200,0.611871,0.350140,1,0
31371330,0.065000,4,9601,1497.765625,1769.897949,5579,3269,753,0.153642,0.129730,0.287544,278.044189,1350.499756,0.039350,0.034260,0.889058,0.613794,0.347914,0,0
31371360,0.065000,4,9601,1497.762085,1769.956177,5578,3270,753,0.153673,0.130050,0.285960,278.903412,1350.958252,0.039348,0.034205,0.891168,0.614155,0.346734,0,0
31371390,0.065000,4,9602,1500.159790,1770.283936,5576,3268,758,0.154115,0.130153,0.284288,279.682892,1350.293091,0.039346,0.034146,0.902092,0.616709,0.346947,0,0
31371420,0.065000,4,9602,1500.157104,1771.356445,5576,3273,753,0.154292,0.129697,0.285987,280.595306,1351.923096,0.039344,0.034208,0.987685,0.615728,0.348767,0,0
31371450,0.065000,4,9602,1500.155151,1772.380615,5577,3274,751,0.154340,0.129406,0.287283,281.564026,1352.895996,0.039349,0.034260,0.915023,0.616605,0.351233,0,0
31371480,0.065000,4,9602,1500.155640,1773.355713,5586,3261,755,0.154546,0.128590,0.288143,282.967651,1352.518188,0.039343,0.034296,0.897790,0.616403,0.354898,0,0
31371510,0.065000,4,9600,1500.155762,1774.283569,5583,3264,753,0.154582,0.128440,0.289397,283.857086,1353.502686,0.039342,0.034343,0.911827,0.617642,0.354839,0,0
31371540,0.065000,4,9598,1500.153687,1775.168335,5576,3269,753,0.154610,0.128399,0.289959,284.522797,1354.032471,0.039343,0.034365,0.940950,0.619585,0.355189,0,0
31371570,0.065000,4,9596,1500.152466,1776.013794,5569,3272,755,0.154477,0.128551,0.290438,285.191925,1354.117676,0.039343,0.034388,0.935085,0.619678,0.357288,0,0
31371600,0.065000,4,9596,1500.151123,1776.808472,5564,3280,752,0.154488,0.128207,0.292674,285.816803,1355.347778,0.039350,0.034477,0.941589,0.620075,0.359268,0,0
31371630,0.065000,4,9596,1500.149902,1777.555786,5559,3282,755,0.154386,0.128367,0.292244,286.430206,1355.232056,0.039350,0.034466,0.974877,0.621392,0.359918,0,0
31371660,0.065000,4,9596,1500.148560,1778.256226,5556,3285,755,0.154634,0.128089,0.291738,287.132568,1355.805542,0.039361,0.034450,0.991976,0.622594,0.361774,0,0
31371690,0.065000,4,9595,1500.148071,1778.900024,5558,3282,755,0.154228,0.128664,0.292324,288.177124,1356.386353,0.039368,0.034474,0.977050,0.622495,0.362912,0,0
31371720,0.065000,4,9594,1500.148682,1779.501953,5554,3287,753,0.154305,0.128523,0.293119,288.874359,1357.419067,0.039374,0.034510,1.016044,0.625313,0.363902,0,0
31371750,0.065000,4,9594,1500.148560,1780.058105,5549,3290,755,0.154295,0.128740,0.291977,289.421234,1357.548706,0.039379,0.034475,1.022234,0.626866,0.364391,0,0
31371780,0.065000,4,9594,1500.148071,1780.570801,5546,3297,751,0.154033,0.129436,0.291831,290.056488,1359.048828,0.039350,0.034475,1.023299,0.626286,0.365895,0,0
31371810,0.065000,4,9593,1500.146973,1781.034912,5537,3304,752,0.154128,0.129269,0.292114,290.428375,1359.416870,0.039358,0.034491,1.025121,0.628841,0.366124,0,0
31371840,0.065000,4,9593,1500.146240,1781.464478,5525,3322,746,0.153966,0.129553,0.293761,290.537476,1361.397583,0.039363,0.034557,0.994421,0.630450,0.366024,0,0
31371870,0.065000,4,9592,1500.146240,1781.853149,5515,3329,748,0.153972,0.129588,0.293622,290.830017,1361.527100,0.039369,0.034553,0.997950,0.631928,0.365718,0,0
31371900,0.065000,4,9591,1500.145508,1782.216553,5513,3332,746,0.153932,0.129755,0.293853,291.566833,1362.593506,0.039368,0.034567,0.951382,0.631810,0.366205,0,0
31371930,0.065000,4,9589,1500.144897,1782.549561,5509,3334,746,0.153857,0.130318,0.292367,292.283569,1363.197998,0.039362,0.034523,0.955139,0.633308,0.363835,0,0
31371960,0.065000,4,9588,1500.144287,1782.859619,5501,3339,748,0.153859,0.130438,0.291807,292.714203,1363.349731,0.039361,0.034512,0.946420,0.634389,0.364943,0,0
31371990,0.065000,4,9587,1500.143066,1783.137695,5502,3336,749,0.154069,0.130385,0.290431,293.650085,1363.736084,0.039357,0.034466,1.013528,0.635367,0.364800,0,0
