frame,dt,system_id,bodies,total_mass,max_r,inner_count,mid_count,outer_count,inner_avg_mass,mid_avg_mass,outer_avg_mass,inner_avg_radius,outer_avg_radius,inner_avg_size,outer_avg_size,inner_osc_ratio,mid_osc_ratio,outer_osc_ratio,merges,elastics
32621160,0.065000,3,6117,866.898621,1239.893188,327,4119,1671,0.112876,0.134178,0.165947,332.516266,965.624695,0.031950,0.033059,0.761921,0.745369,1.068340,0,0
32621190,0.065000,3,6117,866.898743,1244.283569,324,4121,1672,0.113177,0.134123,0.165968,333.079529,968.327026,0.031944,0.033064,0.755636,0.752176,1.056015,0,0
32621220,0.065000,3,6118,869.298584,1247.550415,316,4129,1673,0.113931,0.134491,0.166152,333.192810,970.979370,0.031996,0.033071,0.740027,0.758202,1.050125,0,0
32621250,0.065000,3,6116,869.298767,1251.855225,312,4131,1673,0.114042,0.134447,0.166352,333.414856,973.767212,0.031992,0.033104,0.737279,0.761814,1.047398,1,0
32621280,0.065000,3,6116,869.298706,1256.115601,309,4136,1671,0.114513,0.134451,0.166255,333.868408,976.721619,0.032032,0.033104,0.729718,0.768350,1.042995,0,0
32621310,0.065000,3,6116,869.298645,1260.329224,306,4139,1671,0.114749,0.134438,0.166209,334.305695,979.509949,0.032046,0.033105,0.730919,0.783101,1.037903,0,0
32621340,0.065000,3,6116,869.298645,1264.498047,301,4144,1671,0.113778,0.134396,0.166428,334.145782,982.295227,0.031934,0.033130,0.722212,0.797241,1.037102,0,0
32621370,0.065000,3,6116,869.298584,1268.622314,298,4153,1665,0.112970,0.134417,0.166600,334.511963,985.582275,0.031835,0.033145,0.721069,0.805452,1.034746,0,0
32621400,0.065000,3,6117,871.698608,1274.120972,297,4163,1657,0.112942,0.135087,0.166432,334.849823,989.068054,0.031827,0.033150,0.719634,0.809831,1.031322,0,0
32621430,0.065000,3,6117,871.698853,1278.156982,295,4172,1650,0.112759,0.135365,0.165868,335.502411,992.452515,0.031797,0.033184,0.716458,0.822583,1.030305,0,0
32621460,0.065000,3,6117,871.698608,1282.149536,293,4181,1643,0.112337,0.135487,0.165736,336.151672,995.850342,0.031737,0.033199,0.722356,0.858319,1.031432,0,0
32621490,0.065000,3,6117,871.698486,1286.098267,292,4187,1638,0.112410,0.135900,0.164746,337.129883,999.082275,0.031740,0.033222,0.721160,0.842052,1.031283,0,0
32621520,0.065000,3,6117,871.698486,1290.005249,290,4185,1642,0.112907,0.135882,0.164605,337.788208,1001.538818,0.031705,0.033228,0.717715,0.837113,1.028434,0,0
32621550,0.065000,3,6117,871.698181,1293.867798,287,4192,1638,0.113028,0.136031,0.164230,338.117950,1004.685486,0.031702,0.033227,0.718516,0.832940,1.026042,0,0
32621580,0.065000,3,6117,871.698120,1297.687500,281,4204,1632,0.115044,0.136227,0.163398,337.418823,1008.011658,0.031789,0.033209,0.710827,0.833958,1.023218,0,0
32621610,0.065000,3,6117,871.698242,1301.464966,279,4208,1630,0.115201,0.136290,0.163216,338.011536,1010.990540,0.031794,0.033205,0.706765,0.842115,1.020758,0,0
32621640,0.065000,3,6115,871.697937,1305.199463,275,4218,1622,0.115382,0.136369,0.163228,337.892517,1014.508240,0.031789,0.033233,0.706770,0.861552,1.018581,0,0
32621670,0.065000,3,6115,871.698303,1308.891235,272,4221,1622,0.114970,0.136385,0.163217,338.080566,1017.326599,0.031723,0.033251,0.707488,0.855059,1.015937,0,0
32621700,0.065000,3,6112,871.698181,1312.539673,268,4227,1617,0.115060,0.136914,0.162104,337.880463,1020.593018,0.031706,0.033220,0.708055,0.855380,1.014125,0,0
32621730,0.065000,3,6112,871.698364,1316.227417,264,4231,1617,0.114576,0.137104,0.161632,337.624176,1023.413025,0.031623,0.033224,0.705769,0.841074,1.017234,0,0
32621760,0.065000,3,6112,871.698486,1320.856812,260,4245,1607,0.114236,0.137055,0.161912,337.301361,1027.144653,0.031556,0.033270,0.699538,0.833845,1.021411,0,0
32621790,0.065000,3,6112,871.698486,1325.458984,259,4247,1606,0.114023,0.136995,0.162107,338.125488,1030.064697,0.031526,0.033320,0.700417,0.837284,1.026494,0,0
32621820,0.065000,3,6112,871.698669,1330.032227,259,4252,1601,0.114023,0.137223,0.161580,339.363556,1033.347168,0.031526,0.033306,0.703394,0.848629,1.024559,0,0
32621850,0.065000,3,6112,871.698853,1334.580322,257,4266,1589,0.113754,0.137321,0.161516,339.810028,1037.289673,0.031479,0.033333,0.702557,0.845793,1.019841,0,0
32621880,0.065000,3,6112,871.698975,1339.100586,255,4276,1581,0.113679,0.137483,0.161181,340.251190,1040.869751,0.031456,0.033331,0.704401,0.844044,1.018443,0,0
32621910,0.065000,3,6112,871.699097,1343.596436,253,4286,1573,0.113692,0.137869,0.160217,340.682953,1044.470947,0.031444,0.033309,0.710384,0.835550,1.018338,0,0
32621940,0.065000,3,6112,871.699219,1348.067139,252,4291,1569,0.113714,0.137805,0.160431,341.547699,1047.695312,0.031439,0.033340,0.719106,0.836043,1.018908,0,0
32621970,0.065000,3,6112,871.699219,1352.513428,245,4303,1564,0.113080,0.137673,0.160858,339.747711,1051.010010,0.031311,0.033371,0.714049,0.842424,1.018044,0,0
32622000,0.065000,3,6112,871.699219,1356.936279,244,4317,1551,0.112910,0.137585,0.161310,340.565704,1055.100220,0.031283,0.033415,0.715207,0.844126,1.012037,0,0
32622030,0.065000,3,6112,874.099426,1359.698364,241,4319,1552,0.112695,0.138204,0.161103,339.662384,1057.859497,0.031234,0.033415,0.714951,0.844922,1.003542,0,0
32622060,0.065000,3,6112,874.099487,1364.060303,240,4326,1546,0.112705,0.138085,0.161508,340.462555,1061.270264,0.031227,0.033446,0.716210,0.847494,1.001431,0,0
32622090,0.065000,3,6112,874.099304,1368.398071,240,4328,1544,0.112705,0.138127,0.161421,341.751678,1064.288574,0.031227,0.033455,0.720696,0.855416,0.998798,0,0
32622120,0.065000,3,6112,874.099426,1372.710449,240,4328,1544,0.112474,0.138174,0.161323,343.047363,1067.096313,0.031202,0.033444,0.720789,0.854280,0.995021,0,0
32622150,0.065000,3,6112,874.099304,1376.997681,240,4329,1543,0.112474,0.138105,0.161534,344.353394,1069.985352,0.031202,0.033465,0.726872,0.841976,0.992419,0,0
32622180,0.065000,3,6112,874.099426,1381.261230,238,4341,1533,0.112721,0.138288,0.161097,344.710938,1073.761719,0.031213,0.033440,0.731216,0.837925,0.986501,0,0
32622210,0.065000,3,6112,874.099487,1385.501831,239,4355,1518,0.113931,0.138388,0.160861,346.517883,1078.057495,0.031232,0.033441,0.734151,0.836630,0.978029,0,0
32622240,0.065000,3,6111,874.099426,1389.721191,238,4361,1512,0.115087,0.138340,0.160983,347.340240,1081.456787,0.031227,0.033447,0.743496,0.845601,0.972677,0,0
32622270,0.065000,3,6111,874.099670,1393.915771,237,4367,1507,0.115379,0.138322,0.161048,348.136108,1084.759155,0.031251,0.033437,0.749822,0.856595,0.972977,0,0
32622300,0.065000,3,6111,874.099304,1398.088501,236,4371,1504,0.116683,0.138285,0.160979,348.931702,1087.844971,0.031261,0.033439,0.759803,0.859203,0.972870,0,0
32622330,0.065000,3,6111,874.099304,1402.237915,237,4376,1498,0.119246,0.138255,0.160768,350.707367,1091.234619,0.031306,0.033434,0.785699,0.856057,0.970600,0,0
32622360,0.065000,3,6111,874.099243,1406.364014,239,4381,1491,0.120154,0.138239,0.160801,352.965881,1094.726074,0.031305,0.033460,0.807023,0.846367,0.970745,0,0
32622390,0.065000,3,6111,874.099243,1410.467651,241,4379,1491,0.121064,0.138283,0.160549,355.210510,1097.477417,0.031306,0.033459,0.938683,0.837415,0.974257,0,0
32622420,0.065000,3,6112,876.499451,1415.898804,239,4387,1486,0.122714,0.138708,0.160601,356.597076,1100.715088,0.031342,0.033466,0.882333,0.843187,1.014113,0,0
32622450,0.065000,3,6112,876.499451,1419.959717,239,4389,1484,0.122311,0.138830,0.160337,357.900757,1103.679810,0.031297,0.033470,0.793635,0.828023,0.980661,0,0
32622480,0.065000,3,6112,876.499390,1423.998901,243,4390,1479,0.125809,0.138796,0.159981,361.111664,1106.962524,0.031370,0.033451,0.788900,0.832532,0.973544,0,0
32622510,0.065000,3,6110,876.499451,1428.014771,240,4394,1476,0.125739,0.138803,0.160174,360.994446,1110.025269,0.031321,0.033462,0.778893,0.836560,0.968976,0,0
32622540,0.065000,3,6110,876.499268,1432.008789,239,4393,1478,0.125678,0.138777,0.160225,361.818359,1112.548950,0.031300,0.033474,0.776110,0.854885,0.967439,0,0
32622570,0.065000,3,6110,876.499329,1435.979248,236,4398,1476,0.127139,0.138698,0.160228,361.646820,1115.486328,0.031333,0.033467,0.762935,0.856983,0.963662,0,0
32622600,0.065000,3,6110,876.499329,1439.927734,235,4399,1476,0.128692,0.138582,0.160318,362.423889,1118.199219,0.031365,0.033477,0.765995,0.834480,0.965085,0,0
32622630,0.065000,3,6110,876.499146,1443.854614,234,4397,1479,0.128950,0.138555,0.160306,363.195679,1120.585327,0.031378,0.033486,0.768649,0.828423,0.974328,0,0
32622660,0.065000,3,6110,876.499146,1447.758423,232,4399,1479,0.129440,0.138513,0.160343,363.465790,1123.280518,0.031402,0.033491,0.773214,0.838464,0.972844,0,0
32622690,0.065000,3,6110,876.499146,1451.641357,228,4403,1479,0.130113,0.138563,0.160065,362.677673,1125.968750,0.031412,0.033479,0.777594,0.833791,0.976687,0,0
32622720,0.065000,3,6110,876.499268,1455.501465,228,4402,1480,0.131477,0.138565,0.159834,363.969147,1128.542725,0.031434,0.033457,0.786487,0.831085,0.971751,0,0
